transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
09/04/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/04/2020,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$50,001 - $100,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/04/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$50,001 - $100,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/04/2020,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$50,001 - $100,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/04/2020,Spouse,BYND,"Beyond Meat, Inc.",Stock,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/04/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/03/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/02/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/01/2020,Spouse,TSLA,"Tesla, Inc.",Stock,Sale (Full),"$50,001 - $100,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/04/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/16/2020,Spouse,W,Wayfair Inc.,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/09/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",r,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/09/2020,Spouse,ZM,"Zoom Video Communications, Inc.",Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/04/2020,Spouse,MSFT,Microsoft Corporation,Stock,Sale (Full),"$50,001 - $100,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/03/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/03/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6f691f61-e375-42ab-af01-72da4328447c/
09/16/2020,Self,--,"New York City Municipal Water Fin Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 06/15/2038</div>",Municipal Security,Purchase,"$100,001 - $250,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
09/16/2020,Spouse,--,"New York City Municipal Water Fin Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 06/15/2038</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
09/16/2020,Self,--,"New York State Urban Development Corp Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 03/15/2037</div>",Municipal Security,Purchase,"$100,001 - $250,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
09/16/2020,Spouse,--,"New York State Urban Development Corp Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 03/15/2037</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
09/16/2020,Spouse,--,"New York State Urban Development Corp Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 03/15/2037</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
09/16/2020,Spouse,--,"New York State Urban Development Corp Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 03/15/2037</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
09/03/2020,Spouse,--,"New York State Dorm Auth State Personal Income Tax Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 12/15/2027</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
08/27/2020,Spouse,--,"Ysleta Texas Independent School District Ref Bond (Exchanged) <br> Ysleta Texas Independent School District Ref Bond (Received) <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 08/15/2031</div>",Municipal Security,Exchange,"$1,001 - $15,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
08/26/2020,Spouse,--,"Ysleta Texas Independent School District Ref Bond (Exchanged) <br> Ysleta Texas Independent School District Ref Bond (Received) <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 08/15/2031</div>",Municipal Security,Exchange,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
08/27/2020,Spouse,--,"Ysleta Texas Independent School District Ref Bond (Exchanged) <br> Ysleta Texas Independent School District Ref Bond (Received) <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 08/15/2031</div>",Municipal Security,Exchange,"$1,001 - $15,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
08/26/2020,Spouse,--,"Ysleta Texas Independent School District Ref Bond (Exchanged) <br> Ysleta Texas Independent School District Ref Bond (Received) <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 08/15/2031</div>",Municipal Security,Exchange,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/
09/02/2020,Spouse,W,Wayfair Inc.,Stock,Sale (Full),"$50,001 - $100,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
09/02/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
09/01/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/27/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/27/2020,Spouse,AMWD,American Woodmark Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/26/2020,Spouse,IRBT,iRobot Corporation,Stock,Purchase,"$1,001 - $15,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/25/2020,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/25/2020,Spouse,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/24/2020,Spouse,W,Wayfair Inc.,Stock,Purchase,"$50,001 - $100,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/24/2020,Spouse,SQ,"Square, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/24/2020,Spouse,KR,The Kroger Co.,Stock,Sale (Full),"$50,001 - $100,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/24/2020,Spouse,CLX,The Clorox Company,Stock,Sale (Full),"$1,001 - $15,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/24/2020,Spouse,AMWD,American Woodmark Corporation,Stock,Purchase,"$1,001 - $15,000",--,Ron L Wyden,https://efdsearch.senate.gov/search/view/ptr/272a44f0-e514-4d0a-993d-bc69316c77aa/
08/19/2020,Spouse,SBUX,Starbucks Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/bd6ad088-ad7f-48c7-a23f-58dd648c6200/
08/19/2020,Spouse,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/bd6ad088-ad7f-48c7-a23f-58dd648c6200/
08/19/2020,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/bd6ad088-ad7f-48c7-a23f-58dd648c6200/
08/19/2020,Spouse,IBM,International Business Machines Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/bd6ad088-ad7f-48c7-a23f-58dd648c6200/
08/19/2020,Spouse,DIS,The Walt Disney Company,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/bd6ad088-ad7f-48c7-a23f-58dd648c6200/
08/19/2020,Spouse,CMCSA,Comcast Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/bd6ad088-ad7f-48c7-a23f-58dd648c6200/
08/19/2020,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/bd6ad088-ad7f-48c7-a23f-58dd648c6200/
08/19/2020,Spouse,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/bd6ad088-ad7f-48c7-a23f-58dd648c6200/
08/18/2020,Spouse,VZ,Verizon Communications Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/1de8728d-7085-4ddc-8275-d10d2684ff60/
08/18/2020,Spouse,SLB,Schlumberger Limited,Stock,Sale (Full),"$1,001 - $15,000",--,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/1de8728d-7085-4ddc-8275-d10d2684ff60/
08/18/2020,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/1de8728d-7085-4ddc-8275-d10d2684ff60/
08/18/2020,Spouse,COP,ConocoPhillips,Stock,Sale (Full),"$1,001 - $15,000",--,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/1de8728d-7085-4ddc-8275-d10d2684ff60/
09/02/2020,Spouse,WFC,Wells Fargo &amp; Company,Stock,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"A. Mitchell Mcconnell, Jr.",https://efdsearch.senate.gov/search/view/ptr/34ebca60-a389-42b5-874e-c59eeea89ad6/
08/17/2020,Joint,--,"Spoonshot <div class=""text-muted""> <em>Company:</em> Spoonshot &nbsp;(Bangalore, India) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Technology company that provides market intelligence to food and beverage companies.</div>",Non-Public Stock,Purchase,"$1,001 - $15,000","Spoonshot is an underlying investment of SRI Capital Fund I, LP (""SRI""), a venture capital fund. Sen. Toomey and his wife have a limited partnership interest in SRI.",Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7c9adca9-c82a-49a8-b6d0-a5bc200a0dbc/
08/28/2020,Child,TSLA,"Tesla, Inc.",Stock,Purchase,"$1,001 - $15,000",Child #2,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7c9adca9-c82a-49a8-b6d0-a5bc200a0dbc/
08/27/2020,Child,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",Child #2,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7c9adca9-c82a-49a8-b6d0-a5bc200a0dbc/
09/08/2020,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,John Boozman,https://efdsearch.senate.gov/search/view/paper/19b4badb-691c-451d-90a1-5f8e68c3750d/
08/21/2020,Spouse,WFC,Wells Fargo &amp; Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,DIS,The Walt Disney Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,V,Visa Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,TXN,Texas Instruments Incorporated,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,JPM,JPMorgan Chase &amp; Co.,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,KO,The Coca-Cola Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,ALL,The Allstate Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,ABBV,AbbVie Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Spouse,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,WFC,Wells Fargo &amp; Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,DIS,The Walt Disney Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,V,Visa Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,TXN,Texas Instruments Incorporated,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,RDS-B,Royal Dutch Shell plc,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,OXY,Occidental Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,MPC,Marathon Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,JPM,JPMorgan Chase &amp; Co.,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,COST,Costco Wholesale Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,KO,The Coca-Cola Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,BRK-B,Berkshire Hathaway Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,ALL,The Allstate Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,ABBV,AbbVie Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,USB,U.S. Bancorp,Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,JNJ,Johnson &amp; Johnson,Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,INTC,Intel Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,GILD,"Gilead Sciences, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,CVS,CVS Health Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/21/2020,Self,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/
08/27/2020,Self,--,"More <div class=""text-muted""> <em>Company:</em> More &nbsp;(Ebene, Muritius (India)) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Grocery Chain</div>",Other Securities,Purchase,"$1,001 - $15,000",Underlying asset of Madeira Capital Investments Limited,Michael F Bennet,https://efdsearch.senate.gov/search/view/ptr/d4ab53a8-86b8-43ee-8d12-64458b870046/
08/27/2020,Spouse,--,"Citigroup Fixed to Floater <div class=""text-muted""><em>Rate/Coupon:</em> 3.6113%<br> <em>Matures:</em> 08/27/2020</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/21/2020,Spouse,LDP,Cohen &amp; Steers Limited Duration Preferred and Inco,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/21/2020,Spouse,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Other Securities,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/21/2020,Spouse,TCEHY,Tencent Holdings Limited,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/21/2020,Spouse,ARE,"Alexandria Real Estate Equities, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/21/2020,Spouse,CONE,CyrusOne Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/13/2020,Spouse,GLD,SPDR Gold Shares,Other Securities,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/07/2020,Spouse,KWEB,KraneShares CSI China Internet ETF,Other Securities,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/06/2020,Spouse,LDP,Cohen &amp; Steers Limited Duration Preferred and Inco,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/06/2020,Spouse,LUBFX,Lord Abbett Ultra Short Bond Fund Class F,Other Securities,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/06/2020,Spouse,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Other Securities,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/
08/27/2020,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/
08/05/2020,Spouse,BA,The Boeing Company,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/
08/19/2020,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/
08/18/2020,Spouse,GOLD,Barrick Gold Corporation,Stock,Purchase,"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ee7d87c0-21be-482b-9e7b-3caf7a6fff24/
